name,description,category,quality,ambientacion,basePrice,minMargin,maxMargin,status
Desayuno Club Plata Menu,"Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Papel, Personal y equipo de cocina,  Servicio de meseros (1 cada 10 personas, por 5 horas efectivas)",Menu,Plata,Club,760.8695652,0.15,0.25,active
Desayuno Club Plata Mobiliario,"Mesa redonda con mantelería fina,Sillas plegables,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Plata,Club,326.0869565,0.15,0.25,active
Desayuno Ceremonia Plata Menu,"Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Papel, Personal y equipo de cocina,  Servicio de meseros (1 cada 10 personas, por 5 horas efectivas)",Menu,Plata,Ceremonia,762,0.15,0.25,active
Desayuno Ceremonia Plata Mobiliario,"Mesa redonda con mantelería fina,Sillas plegables,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Plata,Ceremonia,342.3478261,0.15,0.25,active
Desayuno Gala Plata Menu,"Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Papel, Personal y equipo de cocina,  Servicio de meseros (1 cada 10 personas, por 5 horas efectivas)",Menu,Plata,Gala,375.9130435,0.15,0.25,active
Desayuno Gala Plata Mobiliario,"Mesa redonda con mantelería fina,Sillas plegables,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Plata,Gala,763.2173913,0.15,0.25,active
Desayuno Club Oro Menu,"Cecina de Res con Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Lino, Personal y equipo de cocina,  Servicio de meseros (2 cada 10 personas, por 5 horas efectivas)",Menu,Oro,Club,763.9130435,0.15,0.3,active
Desayuno Club Oro Decoracion,Menú personalizado (2 por mesa),Decoracion,Oro,Club,10.91304348,0.15,0.3,active
Desayuno Club Oro Mobiliario,"Mesa redonda con mantelería fina, Sillas Tiffany,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Oro,Club,316.4782609,0.15,0.3,active
Desayuno Ceremonia Oro Menu,"Cecina de Res con Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Lino, Personal y equipo de cocina,  Servicio de meseros (2 cada 10 personas, por 5 horas efectivas)",Menu,Oro,Ceremonia,776.0869565,0.15,0.3,active
Desayuno Ceremonia Oro Decoracion,Menú personalizado (2 por mesa),Decoracion,Oro,Ceremonia,11.08695652,0.15,0.3,active
Desayuno Ceremonia Oro Mobiliario,"Mesa redonda con mantelería fina, Sillas Tiffany,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Oro,Ceremonia,321.5217391,0.15,0.3,active
Desayuno Gala Oro Menu,"Cecina de Res con Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Lino, Personal y equipo de cocina,  Servicio de meseros (2 cada 10 personas, por 5 horas efectivas)",Menu,Oro,Gala,785.2173913,0.15,0.3,active
Desayuno Gala Oro Decoracion,Menú personalizado (2 por mesa),Decoracion,Oro,Gala,11.2173913,0.15,0.3,active
Desayuno Gala Oro Mobiliario,"Mesa redonda con mantelería fina, Sillas Tiffany,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Oro,Gala,325.3043478,0.15,0.3,active
Desayuno Club Platino Menu,"Bistek de Res con Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Lino, Personal y equipo de cocina,  Servicio de meseros (1 cada 10 personas, por 5 horas efectivas), Capitan de Meseros",Menu,Platino,Club,765.1304348,0.15,0.35,active
Desayuno Club Platino Decoracion,Menú personalizado (por invitado),Decoracion,Platino,Club,10.93043478,0.15,0.35,active
Desayuno Club Platino Mobiliario,"Mesa redonda con mantelería fina, Sillas Tiffany,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Platino,Club,316.9826087,0.15,0.35,active
Desayuno Ceremonia Platino Menu,"Bistek de Res con Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Lino, Personal y equipo de cocina,  Servicio de meseros (1 cada 10 personas, por 5 horas efectivas), Capitan de Meseros",Menu,Platino,Ceremonia,777.3043478,0.15,0.35,active
Desayuno Ceremonia Platino Decoracion,Menú personalizado (por invitado),Decoracion,Platino,Ceremonia,11.10434783,0.15,0.35,active
Desayuno Ceremonia Platino Mobiliario,"Mesa redonda con mantelería fina, Sillas Tiffany,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Platino,Ceremonia,322.026087,0.15,0.35,active
Desayuno Gala Platino Menu,"Bistek de Res con Enchiladas o chilaquiles verdes o rojos acompañados de frijoles refritos, Fruta de temporada con queso cottage, miel y granola artesanal, Café americano (normal y descafeinado), Chocolate (leche deslactosada), Té verde, manzana canela y manzanilla, Pan mini dulce y salado, Servilletas de Lino, Personal y equipo de cocina,  Servicio de meseros (1 cada 10 personas, por 5 horas efectivas), Capitan de Meseros",Menu,Platino,Gala,785.826087,0.15,0.35,active
Desayuno Gala Platino Decoracion,Menú personalizado (por invitado),Decoracion,Platino,Gala,11.22608696,0.15,0.35,active
Desayuno Gala Platino Mobiliario,"Mesa redonda con mantelería fina, Sillas Tiffany,  Vajilla, cubiertos y cristalería (Acorde al menú), Plato base de diseño, ",Mobiliario,Platino,Gala,325.5565217,0.15,0.35,active
Comida o Cena Club Plata Menu,"Menú 3 tiempos base de pollo o cerdo (A elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 6 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas),",Menu,Plata,Club,966.9565217,0.15,0.25,active
Comida o Cena Club Plata Mobiliario,"Mesas Club, con mantelería fina, Silla Plegable, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Plata,Club,205.4782609,0.15,0.25,active
Comida o Cena Club Plata Decoración,"Servilletas de papel, Centros de mesa bajos para mesa redonda con flor de temporada y follajes finos",Decoración,Plata,Club,36.26086957,0.15,0.25,active
Comida o Cena Ceremonia Plata Menu,"Menú 3 tiempos base de pollo o cerdo (A elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 6 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas),",Menu,Plata,Ceremonia,949.5652174,0.15,0.25,active
Comida o Cena Ceremonia Plata Mobiliario,"Mesas Club, con mantelería fina, Silla Plegable, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Plata,Ceremonia,231.3043478,0.15,0.25,active
Comida o Cena Ceremonia Plata Decoración,"Servilletas de papel, Centros de mesa bajos para mesa redonda con flor de temporada y follajes finos",Decoración,Plata,Ceremonia,36.52173913,0.15,0.25,active
Comida o Cena Gala Plata Menu,"Menú 3 tiempos base de pollo o cerdo (A elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 6 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas),",Menu,Plata,Gala,914.3478261,0.15,0.25,active
Comida o Cena Gala Plata Mobiliario,"Mesas Club, con mantelería fina, Silla Plegable, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Plata,Gala,268.2086957,0.15,0.25,active
Comida o Cena Gala Plata Decoración,"Servilletas de papel, Centros de mesa bajos para mesa redonda con flor de temporada y follajes finos",Decoración,Plata,Gala,36.57391304,0.15,0.25,active
Comida o Cena Ceremonia Oro Menu,"Menú 3 tiempos base de Pollo Cerdo o Res (a elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 7 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Servicio de Café y Té, Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas), Capitan de Meseros",Menu,Oro,Ceremonia,972.0434783,0.15,0.3,active
Comida o Cena Ceremonia Oro Mobiliario,"Mesa redonda con mantelería fina (6) + Mesa de madera Rustica (4),  Sillas Crossback o Versalles + Tiffany con funda, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Oro,Ceremonia,221.4782609,0.15,0.3,active
Comida o Cena Ceremonia Oro Decoración,"Servilletas de Lino, Números de mesa (uno por mesa), Menú personalizado (dos por mesa), Centros de mesa bajos para mesa redonda + caminos para mesa rectangular con flor de temporada y follajes finos",Decoración,Oro,Ceremonia,36.91304348,0.15,0.3,active
Comida o Cena Gala Oro Menu,"Menú 3 tiempos base de Pollo Cerdo o Res (a elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 7 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Servicio de Café y Té, Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas), Capitan de Meseros",Menu,Oro,Gala,973.4173913,0.15,0.3,active
Comida o Cena Gala Oro Mobiliario,"Mesa redonda con mantelería fina (6) + Mesa de madera Rustica (4),  Sillas Crossback o Versalles + Tiffany con funda, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Oro,Gala,221.7913043,0.15,0.3,active
Comida o Cena Gala Oro Decoración,"Servilletas de Lino, Números de mesa (uno por mesa), Menú personalizado (dos por mesa), Centros de mesa bajos para mesa redonda + caminos para mesa rectangular con flor de temporada y follajes finos",Decoración,Oro,Gala,36.96521739,0.15,0.3,active
Comida o Cena Ceremonia Platino Menu,"Menú 3 tiempos base de Pollo, Cerdo, Res o Salmon (a elegir) emplatado de 4 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 7 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Tornafiesta para el 80% de los invitados (chilaquiles verdes o rojos), Servicio de Café y Té, Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas), Capitan de Meseros",Menu,Platino,Ceremonia,991.3043478,0.15,0.35,active
Comida o Cena Ceremonia Platino Mobiliario,"Mesa redonda con mantelería fina (6) + Mesa de viga personalizada (4) Silla Prada o Metric, Crossback,  Versalles o Tiffany con funda, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Platino,Ceremonia,161.0869565,0.15,0.35,active
Comida o Cena Ceremonia Platino Decoración,"Servilletas de Lino, Números de mesa (uno por mesa), Menú personalizado (uno por comensal ), Centros de mesa bajos para mesa redonda + caminos para mesa rectangular con flor de temporada y follajes finos",Decoración,Platino,Ceremonia,86.73913043,0.15,0.35,active
Comida o Cena Gala Platino Menu,"Menú 3 tiempos base de Pollo, Cerdo, Res o Salmon (a elegir) emplatado de 4 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 7 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Tornafiesta para el 80% de los invitados (chilaquiles verdes o rojos), Servicio de Café y Té, Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas), Capitan de Meseros",Menu,Platino,Gala,992.6956522,0.15,0.35,active
Comida o Cena Gala Platino Mobiliario,"Mesa redonda con mantelería fina (6) + Mesa de viga personalizada (4) Silla Prada o Metric, Crossback,  Versalles o Tiffany con funda, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Platino,Gala,161.3130435,0.15,0.35,active
Comida o Cena Gala Platino Decoración,"Servilletas de Lino, Números de mesa (uno por mesa), Menú personalizado (uno por comensal ), Centros de mesa bajos para mesa redonda + caminos para mesa rectangular con flor de temporada y follajes finos",Decoración,Platino,Gala,86.86086957,0.15,0.35,active
Cocteleria Club Plata Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Plata,Club,140,0.15,0.35,active
Canapes Club Plata Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Plata,Club,140,0.15,0.35,active
Cocteleria Ceremonia Plata Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Plata,Ceremonia,160,0.15,0.35,active
Canapes Ceremonia Plata Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Plata,Ceremonia,160,0.15,0.35,active
Cocteleria Gala Plata Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Plata,Gala,180,0.15,0.35,active
Canapes Gala Plata Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Plata,Gala,180,0.15,0.35,active
Cocteleria Club Oro Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Oro,Club,154,0.15,0.35,active
Canapes Club Oro Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Oro,Club,154,0.15,0.35,active
Cocteleria Ceremonia Oro Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Oro,Ceremonia,176,0.15,0.35,active
Canapes Ceremonia Oro Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Oro,Ceremonia,176,0.15,0.35,active
Cocteleria Gala Oro Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Oro,Gala,198,0.15,0.35,active
Canapes Gala Oro Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Oro,Gala,198,0.15,0.35,active
Cocteleria Club Platino Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Platino,Club,169.4,0.15,0.35,active
Canapes Club Platino Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Platino,Club,169.4,0.15,0.35,active
Cocteleria Ceremonia Platino Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Platino,Ceremonia,193.6,0.15,0.35,active
Canapes Ceremonia Platino Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Platino,Ceremonia,193.6,0.15,0.35,active
Cocteleria Gala Platino Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Platino,Gala,217.8,0.15,0.35,active
Canapes Gala Platino Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Platino,Gala,217.8,0.15,0.35,active
Audio y Video Club Plata DJ,"Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE, Cabina 6 modulos LED",Audio y Video,Plata,Club,15364,0.15,0.2,active
Audio y Video Club Plata Pista,Pista Iluminada Galaxy 4x4 m,Audio y Video,Plata,Club,5418,0.15,0.2,active
Audio y Video Ceremonia Plata DJ,"Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE,Cabina 6 modulos LED",Audio y Video,Plata,Ceremonia,15364,0.15,0.2,active
Audio y Video Ceremonia Plata Pista,Pista Iluminada Galaxy 4x4 m,Audio y Video,Plata,Ceremonia,5418,0.15,0.2,active
Audio y Video Gala Plata DJ,"Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE,Cabina 6 modulos LED",Audio y Video,Plata,Gala,15364,0.15,0.2,active
Audio y Video Gala Plata Pista 4x4,Pista Iluminada Galaxy 4x4 m,Audio y Video,Plata,Gala,5418,0.15,0.2,active
Audio y Video Club Oro DJ,"Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE,Cabina 6 modulos LED",Audio y Video,Oro,Club,15364,0.15,0.2,active
Audio y Video Club Oro Pista 5X5,Pista Iluminada Galaxy 5x5 m,Audio y Video,Oro,Club,8455,0.15,0.2,active
Audio y Video Club Oro Pista 4X4 pers,Pista personalizada impresa 4x4 m,Audio y Video,Oro,Club,8727,0.15,0.2,active
Audio y Video Ceremonia Oro DJ,Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE Cabina 6 modulos LED,Audio y Video,Oro,Ceremonia,15364,0.15,0.2,active
Audio y Video Ceremonia Oro Pista 5x5,Pista Iluminada Galaxy 5x5 m,Audio y Video,Oro,Ceremonia,8455,0.15,0.2,active
Audio y Video Ceremonia Oro Pista 4x4 Pers,Pista personalizada impresa 4x4 m,Audio y Video,Oro,Ceremonia,8727,0.15,0.2,active
Audio y Video Gala Oro DJ,"Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE,Cabina 6 modulos LED",Audio y Video,Oro,Gala,15364,0.15,0.2,active
Audio y Video Gala Oro Pista 5x5,Pista Iluminada Galaxy 5x5 m,Audio y Video,Oro,Gala,8455,0.15,0.2,active
Audio y Video Gala Oro pista 4x4 Pers,Pista personalizada impresa 4x4 m,Audio y Video,Oro,Gala,8727,0.15,0.2,active
Audio y Video Club Platino DJ,"Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE,Cabina 6 modulos LED",Audio y Video,Platino,Club,15364,0.15,0.2,active
Audio y Video Club Platino Pista 5x5,Pista Iluminada Galaxy 5x5 m,Audio y Video,Platino,Club,8727,0.15,0.2,active
Audio y Video Club Platino Pista 5x5 pers,Pista personalizada impresa 5x5 m,Audio y Video,Platino,Club,12091,0.15,0.2,active
Audio y Video Ceremonia Platino DJ,"Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE,Cabina 6 modulos LED",Audio y Video,Platino,Ceremonia,15364,0.15,0.2,active
Audio y Video Ceremonia Platino Pista 5x5,Pista Iluminada Galaxy 5x5 m,Audio y Video,Platino,Ceremonia,8727,0.15,0.2,active
Audio y Video Ceremonia Platino Pista 5x5 Pers,Pista personalizada impresa 5x5 m,Audio y Video,Platino,Ceremonia,12091,0.15,0.2,active
Audio y Video Gala Platino DJ,"Sonorización con sistemas de audio Profesional  hasta 130 personas Incluye: Servicio de DJ por 6 horas Audio profesional HK Mixer audio 12 canales Micrófono SHURE,Cabina 6 modulos LED",Audio y Video,Platino,Gala,15364,0.15,0.2,active
Audio y Video Gala Platino Pista 5x5,Pista Iluminada Galaxy 5x5 m,Audio y Video,Platino,Gala,8727,0.15,0.2,active
Audio y Video Gala Platino Pista 5x5 Pers,Pista personalizada impresa 5x5 m,Audio y Video,Platino,Gala,12091,0.15,0.2,active